id,artifact,segment_identity,segment_offset,analysis_linear,payload_offset,body_size,body_span,boundary_state,origin,work_queue,accepted_state,name,map_public,map_module,map_segment,source_form,source_ref,observation,tasm_proc,tasm_distance,tasm_listing_line,ghidra_contiguous,ghidra_range_count,caller_count,callee_count,evidence_basis,notes
th04-op-boundary-01c5e,th04-op,mz-load-module,0x1C5E,0x11C5E,0x1C5E,0xD4,0xD4,provisional,library,exclude,excluded,GRAPH_PACK_PUT_8,GRAPH_PACK_PUT_8,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra body crosses its corroborating ownership region.
th04-op-boundary-01d2c,th04-op,mz-load-module,0x1D2C,0x11D2C,0x1D2C,0x5,0x5,corroborated,library,exclude,excluded,GRAPH_SHOW,GRAPH_SHOW,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01d32,th04-op,mz-load-module,0x1D32,0x11D32,0x1D32,0x25,0x25,corroborated,library,exclude,excluded,GRAPH_START,GRAPH_START,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,5,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01d58,th04-op,mz-load-module,0x1D58,0x11D58,0x1D58,0x6,0x6,corroborated,library,exclude,excluded,JS_END,JS_END,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01d5e,th04-op,mz-load-module,0x1D5E,0x11D5E,0x1D5E,0xB,0xB,corroborated,library,exclude,excluded,KEY_BEEP_OFF,KEY_BEEP_OFF,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01d6a,th04-op,mz-load-module,0x1D6A,0x11D6A,0x1D6A,0xB,0xB,corroborated,library,exclude,excluded,KEY_BEEP_ON,KEY_BEEP_ON,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01d76,th04-op,mz-load-module,0x1D76,0x11D76,0x1D76,0x35,0x35,corroborated,library,exclude,excluded,make_linework,make_linework,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public+tasm-proc,make_linework,near,10978,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01dac,th04-op,mz-load-module,0x1DAC,0x11DAC,0x1DAC,0x34,0x34,corroborated,library,exclude,excluded,PALETTE_INIT,PALETTE_INIT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01de0,th04-op,mz-load-module,0x1DE0,0x11DE0,0x1DE0,0x109,0x10A,provisional,library,exclude,excluded,PALETTE_SHOW,PALETTE_SHOW,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,14,0,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-01eea,th04-op,mz-load-module,0x1EEA,0x11EEA,0x1EEA,0x1A,0x1A,corroborated,library,exclude,excluded,PFCLOSE,PFCLOSE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01f04,th04-op,mz-load-module,0x1F04,0x11F04,0x1F04,0xF,0xF,corroborated,library,exclude,excluded,PFGETC,PFGETC,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,0,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01f14,th04-op,mz-load-module,0x1F14,0x11F14,0x1F14,0x0,0x0,provisional,library,exclude,excluded,PFGETC1,PFGETC1,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public+tasm-proc,PFGETC1,near,11510,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-01f62,th04-op,mz-load-module,0x1F62,0x11F62,0x1F62,0x0,0x0,provisional,library,exclude,excluded,PFGETX0,PFGETX0,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public+tasm-proc,PFGETX0,near,11546,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-01fa6,th04-op,mz-load-module,0x1FA6,0x11FA6,0x1FA6,0x0,0x0,provisional,library,exclude,excluded,PFGETX1,PFGETX1,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public+tasm-proc,PFGETX1,near,11586,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-01fb4,th04-op,mz-load-module,0x1FB4,0x11FB4,0x1FB4,0x0,0x0,provisional,library,exclude,excluded,PFREAD,PFREAD,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-01fe2,th04-op,mz-load-module,0x1FE2,0x11FE2,0x1FE2,0x3B,0x3B,corroborated,library,exclude,excluded,PFREWIND,PFREWIND,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0201e,th04-op,mz-load-module,0x201E,0x1201E,0x201E,0x30,0x30,corroborated,library,exclude,excluded,PFSEEK,PFSEEK,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,0,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0204e,th04-op,mz-load-module,0x204E,0x1204E,0x204E,0x2A,0x2A,corroborated,library,exclude,excluded,IRAND,IRAND,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,3,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02078,th04-op,mz-load-module,0x2078,0x12078,0x2078,0x0,0x0,provisional,library,exclude,excluded,RotTbl,RotTbl,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-02478,th04-op,mz-load-module,0x2478,0x12478,0x2478,0xF,0xF,corroborated,library,exclude,excluded,SMEM_RELEASE,SMEM_RELEASE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,7,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0248e,th04-op,mz-load-module,0x248E,0x1248E,0x248E,0x3B,0x3B,provisional,library,exclude,excluded,SMEM_WGET,SMEM_WGET,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,6,1,target-unpacked-ghidra+candidate-map,Ghidra body crosses its corroborating ownership region.
th04-op-boundary-024c4,th04-op,mz-load-module,0x24C4,0x124C4,0x24C4,0x16,0x16,corroborated,library,exclude,excluded,SOUND_O,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,SOUND_O,near,12319,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-024da,th04-op,mz-load-module,0x24DA,0x124DA,0x24DA,0x14,0x14,corroborated,library,exclude,excluded,SOUND_I,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,SOUND_I,near,12348,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-024ee,th04-op,mz-load-module,0x24EE,0x124EE,0x24EE,0x11,0x11,corroborated,library,exclude,excluded,TEXT_CLEAR,TEXT_CLEAR,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,3,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02500,th04-op,mz-load-module,0x2500,0x12500,0x2500,0x0,0x0,provisional,library,exclude,excluded,TEXT_HEIGHT,TEXT_HEIGHT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-0250a,th04-op,mz-load-module,0x250A,0x1250A,0x250A,0x0,0x0,provisional,library,exclude,excluded,TEXT_SYSTEMLINE_SHOWN,TEXT_SYSTEMLINE_SHOWN,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-02514,th04-op,mz-load-module,0x2514,0x12514,0x2514,0x0,0x0,provisional,library,exclude,excluded,TEXT_25LINE,TEXT_25LINE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-0251a,th04-op,mz-load-module,0x251A,0x1251A,0x251A,0x0,0x0,provisional,library,exclude,excluded,TEXT_20LINE,TEXT_20LINE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-02520,th04-op,mz-load-module,0x2520,0x12520,0x2520,0x5,0x5,corroborated,library,exclude,excluded,TEXT_CURSOR_HIDE,TEXT_CURSOR_HIDE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02526,th04-op,mz-load-module,0x2526,0x12526,0x2526,0x5,0x5,corroborated,library,exclude,excluded,TEXT_CURSOR_SHOW,TEXT_CURSOR_SHOW,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0252c,th04-op,mz-load-module,0x252C,0x1252C,0x252C,0x5,0x5,corroborated,library,exclude,excluded,TEXT_SYSTEMLINE_HIDE,TEXT_SYSTEMLINE_HIDE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02532,th04-op,mz-load-module,0x2532,0x12532,0x2532,0x5,0x5,corroborated,library,exclude,excluded,TEXT_SYSTEMLINE_SHOW,TEXT_SYSTEMLINE_SHOW,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02538,th04-op,mz-load-module,0x2538,0x12538,0x2538,0x15,0x15,provisional,library,exclude,excluded,FUN_1000_2538,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra,,,,true,1,4,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-op-boundary-02552,th04-op,mz-load-module,0x2552,0x12552,0x2552,0x6A,0x6A,corroborated,library,exclude,excluded,VSYNC_START,VSYNC_START,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-025c6,th04-op,mz-load-module,0x25C6,0x125C6,0x25C6,0x0,0x0,provisional,library,exclude,excluded,VSYNC_COUNT,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,tasm-proc,VSYNC_COUNT,far,12803,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-02600,th04-op,mz-load-module,0x2600,0x12600,0x2600,0x47,0x47,corroborated,library,exclude,excluded,VSYNC_LEAVE,VSYNC_LEAVE;VSYNC_END,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02648,th04-op,mz-load-module,0x2648,0x12648,0x2648,0x26,0x26,corroborated,library,exclude,excluded,VSYNC_WAIT,VSYNC_WAIT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,3,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0266e,th04-op,mz-load-module,0x266E,0x1266E,0x266E,0x3F,0x3F,corroborated,library,exclude,excluded,PALETTE_WHITE_IN,PALETTE_WHITE_IN,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-026ae,th04-op,mz-load-module,0x26AE,0x126AE,0x26AE,0x34,0x34,corroborated,library,exclude,excluded,HMEM_LALLOCATE,HMEM_LALLOCATE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-026e2,th04-op,mz-load-module,0x26E2,0x126E2,0x26E2,0x21,0x21,corroborated,library,exclude,excluded,MEM_ASSIGN_DOS,MEM_ASSIGN_DOS,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02704,th04-op,mz-load-module,0x2704,0x12704,0x2704,0x26,0x26,corroborated,library,exclude,excluded,MEM_ASSIGN,MEM_ASSIGN,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0272a,th04-op,mz-load-module,0x272A,0x1272A,0x272A,0x27,0x27,corroborated,library,exclude,excluded,MEM_ASSIGN_ALL,MEM_ASSIGN_ALL,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02752,th04-op,mz-load-module,0x2752,0x12752,0x2752,0x14,0x14,corroborated,library,exclude,excluded,HMEM_ALLOCBYTE,HMEM_ALLOCBYTE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,9,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02766,th04-op,mz-load-module,0x2766,0x12766,0x2766,0xCE,0xCE,corroborated,library,exclude,excluded,HMEM_ALLOC,HMEM_ALLOC,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,3,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02834,th04-op,mz-load-module,0x2834,0x12834,0x2834,0x22,0x22,provisional,library,exclude,excluded,FUN_1000_2834,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-op-boundary-02856,th04-op,mz-load-module,0x2856,0x12856,0x2856,0xA7,0xA8,provisional,library,exclude,excluded,HMEM_FREE,HMEM_FREE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,17,0,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-028fe,th04-op,mz-load-module,0x28FE,0x128FE,0x28FE,0x1F,0x1F,corroborated,library,exclude,excluded,MEM_UNASSIGN,MEM_UNASSIGN,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02922,th04-op,mz-load-module,0x2922,0x12922,0x2922,0x30,0x30,corroborated,library,exclude,excluded,SUPER_FREE,SUPER_FREE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,3,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02966,th04-op,mz-load-module,0x2966,0x12966,0x2966,0xBD,0xBF,provisional,library,exclude,excluded,SUPER_ENTRY_PAT,SUPER_ENTRY_PAT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,3,1,3,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-02a12,th04-op,mz-load-module,0x2A12,0x12A12,0x2A12,0x74,0x74,corroborated,library,exclude,excluded,SUPER_ENTRY_AT,SUPER_ENTRY_AT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02a86,th04-op,mz-load-module,0x2A86,0x12A86,0x2A86,0x89,0x89,corroborated,library,exclude,excluded,SUPER_ENTRY_BFNT,SUPER_ENTRY_BFNT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,3,6,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02b10,th04-op,mz-load-module,0x2B10,0x12B10,0x2B10,0x4E,0x4F,provisional,library,exclude,excluded,SUPER_CANCEL_PAT,SUPER_CANCEL_PAT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,1,1,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-02b66,th04-op,mz-load-module,0x2B66,0x12B66,0x2B66,0x144,0x144,provisional,library,exclude,excluded,SUPER_PUT_RECT,SUPER_PUT_RECT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,Ghidra body crosses its corroborating ownership region.
th04-op-boundary-02ca4,th04-op,mz-load-module,0x2CA4,0x12CA4,0x2CA4,0x46,0x46,corroborated,library,exclude,excluded,superptr_draw_shift,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,superptr_draw_shift,near,14920,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02cea,th04-op,mz-load-module,0x2CEA,0x12CEA,0x2CEA,0x30,0x30,corroborated,library,exclude,excluded,superptr_draw_noshift,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,superptr_draw_noshift,near,14992,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02d1a,th04-op,mz-load-module,0x2D1A,0x12D1A,0x2D1A,0x3F,0x3F,corroborated,library,exclude,excluded,superptr_draw,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,superptr_draw,near,15042,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02d5a,th04-op,mz-load-module,0x2D5A,0x12D5A,0x2D5A,0xF0,0xF0,corroborated,library,exclude,excluded,SUPER_PUT,SUPER_PUT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,7,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02e4a,th04-op,mz-load-module,0x2E4A,0x12E4A,0x2E4A,0x23,0x23,corroborated,library,exclude,excluded,SUPERPUT_DISP1,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,SUPERPUT_DISP1,near,15302,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02e6e,th04-op,mz-load-module,0x2E6E,0x12E6E,0x2E6E,0x0,0x0,provisional,library,exclude,excluded,SUPERPUT_DISP2,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,tasm-proc,SUPERPUT_DISP2,near,15337,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-02e9c,th04-op,mz-load-module,0x2E9C,0x12E9C,0x2E9C,0x0,0x0,provisional,library,exclude,excluded,SUPERPUT_DISP3,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,tasm-proc,SUPERPUT_DISP3,near,15378,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-02ed2,th04-op,mz-load-module,0x2ED2,0x12ED2,0x2ED2,0x0,0x0,provisional,library,exclude,excluded,SUPERPUT_DISP4,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,tasm-proc,SUPERPUT_DISP4,near,15430,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-02f04,th04-op,mz-load-module,0x2F04,0x12F04,0x2F04,0x8,0x8,corroborated,library,exclude,excluded,SUPERPUT_DISP,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,SUPERPUT_DISP,near,15473,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02f0c,th04-op,mz-load-module,0x2F0C,0x12F0C,0x2F0C,0x3C,0x3C,corroborated,library,exclude,excluded,RESPAL_EXIST,RESPAL_EXIST,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02f48,th04-op,mz-load-module,0x2F48,0x12F48,0x2F48,0x75,0x75,corroborated,library,exclude,excluded,RESPAL_CREATE,RESPAL_CREATE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02fbe,th04-op,mz-load-module,0x2FBE,0x12FBE,0x2FBE,0x1D,0x1D,corroborated,library,exclude,excluded,RESPAL_FREE,RESPAL_FREE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-02fe2,th04-op,mz-load-module,0x2FE2,0x12FE2,0x2FE2,0xBC,0xBC,corroborated,library,exclude,excluded,PFSTART,PFSTART,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,5,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0309e,th04-op,mz-load-module,0x309E,0x1309E,0x309E,0x38,0x38,corroborated,library,exclude,excluded,PFEND,PFEND,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-030d6,th04-op,mz-load-module,0x30D6,0x130D6,0x30D6,0x0,0x0,provisional,library,exclude,excluded,pfint21,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,tasm-proc,pfint21,far,16052,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-0323a,th04-op,mz-load-module,0x323A,0x1323A,0x323A,0x29,0x29,corroborated,library,exclude,excluded,JS_START,JS_START,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-03264,th04-op,mz-load-module,0x3264,0x13264,0x3264,0xD2,0xD2,corroborated,library,exclude,excluded,draw_trapezoid,draw_trapezoid,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public+tasm-proc,draw_trapezoid,near,16556,true,1,0,0,target-unpacked-ghidra+candidate-map,
