id,artifact,kind,segment,offset,file_offset,size,compare_size,boundary_state,origin,state,name,source,evidence_ids,replay_command,notes
th04-main-midbossx-render-v163,th04-main,code-region,TILE_TEXT,0x1E5A,0xE14A,0x51,0x51,reviewed,authored,exact,midbossx_render,src/main/midboss/mx_render.cpp,ev-th04-main-midbossx-render-boundary-v163;ev-th04-main-midbossx-codegen-probe-v163;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-midboss3x-tu-shape-negative-v163;ev-th04-main-midbossx-render-toolchain-v163;ev-th04-main-midbossx-render-omf-v163;ev-th04-main-midbossx-render-cold-v163;ev-th04-main-midbossx-render-layout-v163;ev-th04-main-midbossx-render-raw-v163;ev-th04-main-midbossx-render-aggregate-candidate-v163;ev-ledger-consistency-exact14;ev-th04-main-midbossx-render-aggregate-final-v163,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-midbossx-render-v163 --run-id gptweb-v163-midboss3x-focused-candidate-001,"Natural TC4J exactly reconstructs the reviewed renderer in its own TILE_TEXT object. Focused 117-owner and candidate-state 196-owner two-cold replays pass raw bytes, exact map placement, ordered relocations [0xC997], deterministic valid OMF, and dependency closure. Separate Stage 3/Stage X objects are required by target relocation order; combined-TU shape remains negative evidence."
th04-main-midboss1-render-v164,th04-main,code-region,TILE_TEXT,0x1C88,0xDF78,0x10D,0x10D,reviewed,authored,exact,midboss1_render,src/main/midboss/m1_render.cpp,ev-th04-main-midboss1-render-boundary-v164;ev-th04-main-midboss1-render-codegen-v164;ev-th04-main-midboss1-render-linkprobe-v164;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-midboss1-render-toolchain-v164;ev-th04-main-midboss1-render-omf-v164;ev-th04-main-midboss1-render-cold-v164;ev-th04-main-midboss1-render-layout-v164;ev-th04-main-midboss1-render-raw-v164;ev-th04-main-midboss1-render-aggregate-candidate-v164;ev-ledger-consistency-exact14;ev-th04-main-midboss1-render-aggregate-final-v164;ev-th04-main-midboss1-render-function-review-v164,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-midboss1-render-v164 --run-id gptweb-v164-midboss1-render-focused-candidate-002,"Natural TC4J exactly reconstructs the reviewed 0x10D Stage 1 renderer in its own TILE_TEXT object. Focused 118-owner and candidate/post-promotion 197-owner two-cold replays pass raw bytes, exact map placement, ordered relocations [0xC86E,0xC853,0xC821,0xC7E1,0xC7C7], deterministic valid OMF, and dependency closure. Fail-closed function review admits the complete target body as one exact authored function."
th04-main-gameplay-loop-v165,th04-main,code-region,DEMO_TEXT,0x0098,0xC388,0x17B,0x17B,reviewed,authored,exact,gameplay_loop(),src/main/core/gameplay_loop.cpp,ev-th04-main-gameplay-loop-boundary-v165;ev-th04-main-gameplay-loop-compiler-negative-v165;ev-th04-main-gameplay-frame-source-v273;ev-th04-main-gameplay-frame-nonexact-v273;ev-th04-main-gameplay-wide-mask-v296;ev-th04-main-gameplay-conditional-eb00-v302;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-ledger-consistency-exact14;ev-th04-main-gameplay-toolchain-v375;ev-th04-main-gameplay-omf-v375;ev-th04-main-gameplay-cold-v375;ev-th04-main-gameplay-layout-v375;ev-th04-main-gameplay-raw-v375;ev-th04-main-gameplay-aggregate-candidate-v375;ev-th04-main-gameplay-aggregate-final-v375,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-gameplay-loop-v165 --run-id gpt-web-gameplay-v375-focused-006,"Maintained natural C++ now exactly reconstructs the complete 0x17B DEMO_TEXT gameplay loop. Cross-game-corroborated TC4J source shapes preserve the 379-byte CODE producer; hash-bound residual byte alignment avoids split-object padding, linker aliases preserve historical names, and #pragma samecodeseg playperf_raise restores the target nopcall link translation. Focused 185-owner and candidate-state 254-owner A/B cold replays pass raw bytes, exact MAP placement, all twelve ordered MZ relocations, valid deterministic OMF, and dependency closure."
th04-main-gameplay-session-init-v165,th04-main,code-region,DEMO_TEXT,0x0213,0xC503,0x1CD,0x1CD,reviewed,authored,exact,gameplay_session_init(),src/main/core/gameplay_session_init.cpp,ev-th04-main-gameplay-session-init-boundary-v165;ev-th04-main-gameplay-session-init-compiler-negative-v165;ev-th04-main-gameplay-session-init-align-negative-v165;ev-th04-main-gameplay-session-switch-align-v377;ev-th04-main-gameplay-session-toolchain-v377;ev-th04-main-gameplay-session-omf-v377;ev-th04-main-gameplay-session-cold-v377;ev-th04-main-gameplay-session-layout-v377;ev-th04-main-gameplay-session-raw-v377;ev-th04-main-gameplay-session-aggregate-candidate-v377;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-ledger-consistency-exact14;ev-th04-main-gameplay-session-aggregate-final-v377,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-gameplay-session-init-v165 --run-id gpt-web-session-v377-focused-003,"Maintained natural C++ exactly reconstructs the complete 0x1CD DEMO_TEXT gameplay session initializer inside a fused _main/gameplay/session TC4J producer. #pragma option -a naturally emits the target switch-table alignment byte at the real odd object offset; focused 186-owner and candidate-state 255-owner A/B replays pass raw bytes, MAP, empty ordered relocation overlap, valid deterministic OMF, and dependency closure. No maintained source emits a padding byte."
th04-main-demo-session-v166,th04-main,code-region,DEMO_TEXT,0x03E0,0xC6D0,0x51E,0x51E,reviewed,authored,exact,demo_session_init_tu,src/main/stage/session_init.cpp,ev-th04-main-stage-session-init-boundary-v165;ev-th04-main-stage-runtime-init-boundary-v166;ev-th04-main-stage-session-free-boundary-v166;ev-th04-main-pause-boundary-v166;ev-th04-main-demo-session-codegen-v166;ev-th04-main-demo-session-focused-negative-v166;ev-th04-main-demo-session-reloc-order-negative-v166;ev-th04-main-demo-session-producer-negative-v166;ev-th04-main-demo-session-header-order-negative-v166;ev-th04-main-demo-session-fixupp-order-v214;ev-th04-main-demo-midfunction-segment-negative-v337;ev-th04-main-demo-session-toolchain-v380;ev-th04-main-demo-session-omf-v380;ev-th04-main-demo-session-cold-v380;ev-th04-main-demo-session-layout-v380;ev-th04-main-demo-session-raw-v380;ev-th04-main-demo-session-aggregate-candidate-v380;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-ledger-consistency-exact14;ev-th04-main-stage-session-function-exact-review-v380;ev-th04-main-demo-session-aggregate-final-v380,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-demo-session-v166 --run-id gpt-web-demo-session-v380-focused-008,"Natural TC4J exactly reconstructs the complete reviewed 0x51E DEMO_TEXT stage-session owner inside the recovered fused slowdown/DEMO producer. Focused replay, 256-owner candidate aggregate, fresh fail-closed four-function review, and 256-owner post-promotion aggregate all pass raw bytes, fused MAP placement, ordered relocations, deterministic valid OMF, and dependency closure."
th04-main-yuuka5-fg-v167,th04-main,function,MAIN_TEXT,0x3DB3,0x100A3,0x1CC,0x1CC,reviewed,authored,exact,yuuka5_fg_render,src/main/boss/yuuka5_fg_render.cpp,ev-th04-main-yuuka5-fg-boundary-v167;ev-th04-main-yuuka5-fg-compiler-shape-v167;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-yuuka5-fg-toolchain-v167;ev-th04-main-yuuka5-fg-omf-v167;ev-th04-main-yuuka5-fg-cold-v167;ev-th04-main-yuuka5-fg-layout-v167;ev-th04-main-yuuka5-fg-raw-v167;ev-th04-main-yuuka5-fg-aggregate-candidate-v167;ev-ledger-consistency-exact14;ev-th04-main-yuuka5-fg-function-review-v167;ev-th04-main-yuuka5-fg-aggregate-final-v167,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-yuuka5-fg-v167 --run-id gptweb-v167-yuuka5-fg-focused-candidate-006,Natural TC4J exactly reconstructs the 0x1CC Yuuka5 foreground renderer. The historical main.obj tail is now physically split: v167 owns only the independently checked leading zero layout byte at load 0xEA6F; v174 reconstructs the following Kurumi callback and keeps the trailing NOP as separate zero-credit replay plumbing.
th04-main-thicklasers-render-v168,th04-main,function,MAIN_TEXT,0x37D3,0xFAC3,0x19E,0x19E,reviewed,authored,exact,thicklasers_render,src/main/bullet/thicklaser_render.cpp,ev-th04-main-thicklasers-render-boundary-v168;ev-th04-main-thicklasers-render-prologue-negative-v168;ev-th04-main-thicklasers-render-codegen-v168;ev-th04-main-thicklasers-render-function-review-v168;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-gameover-toolchain-v169;ev-th04-main-thicklasers-omf-v169;ev-th04-main-thicklasers-cold-v169;ev-th04-main-thicklasers-layout-v169;ev-th04-main-thicklasers-raw-v169;ev-th04-main-gameover-aggregate-candidate-v169;ev-th04-main-gameover-function-review-v169;ev-ledger-consistency-exact14;ev-th04-main-thicklasers-toolchain-v169;ev-th04-main-thicklasers-aggregate-candidate-v169;ev-th04-main-thicklasers-aggregate-final-v169,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-gameexecl-v169 --run-id gptweb-v169-gameover-focused-candidate-003,"Natural TC4J exactly reconstructs the 0x19E thick-laser renderer after v169 recovers the following MAIN_TEXT physical producers. Focused 122-owner and candidate-state 201-owner cold replay pass raw bytes, exact map placement, all 13 ordered relocations, deterministic valid OMF, and dependency closure."
th04-main-gameover-ui-v169,th04-main,code-region,MAIN_TEXT,0x3971,0xFC61,0x39C,0x39C,reviewed,authored,exact,gameover_ui_score_cohort,src/main/core/gameover.cpp,ev-th04-main-gameover-cohort-boundary-v169;ev-th04-main-gameover-cohort-codegen-v169;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-gameover-toolchain-v169;ev-th04-main-gameover-ui-omf-v169;ev-th04-main-gameover-ui-cold-v169;ev-th04-main-gameover-ui-layout-v169;ev-th04-main-gameover-ui-raw-v169;ev-th04-main-gameover-aggregate-candidate-v169;ev-th04-main-gameover-function-review-v169;ev-ledger-consistency-exact14;ev-th04-main-gameover-ui-toolchain-v169;ev-th04-main-gameover-ui-aggregate-candidate-v169;ev-th04-main-gameover-ui-boundary-v169;ev-th04-main-gameover-ui-aggregate-final-v169,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-gameexecl-v169 --run-id gptweb-v169-gameover-focused-candidate-003,"Natural TC4J exactly reconstructs the five contiguous game-over/continue/score-save near functions as one 0x39C physical CODE producer. Focused 122-owner and candidate-state 201-owner cold replay pass raw bytes, exact map placement, all 29 ordered relocations, deterministic valid OMF, and dependency closure."
th04-main-gameexecl-v169,th04-main,function,MAIN_TEXT,0x3D0D,0xFFFD,0xA6,0xA6,reviewed,authored,exact,GameExecl,src/main/core/gameexecl.cpp,ev-th04-main-gameover-cohort-boundary-v169;ev-th04-main-gameover-cohort-codegen-v169;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-gameover-toolchain-v169;ev-th04-main-gameexecl-omf-v169;ev-th04-main-gameexecl-cold-v169;ev-th04-main-gameexecl-layout-v169;ev-th04-main-gameexecl-raw-v169;ev-th04-main-gameover-aggregate-candidate-v169;ev-th04-main-gameover-function-review-v169;ev-ledger-consistency-exact14;ev-th04-main-gameexecl-toolchain-v169;ev-th04-main-gameexecl-aggregate-candidate-v169;ev-th04-main-gameexecl-boundary-v169;ev-th04-main-gameexecl-aggregate-final-v169,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-gameexecl-v169 --run-id gptweb-v169-gameover-focused-candidate-003,"Natural TC4J exactly reconstructs FAR GameExecl() as the separate 0xA6 producer required by target relocation ordering. Focused 122-owner and candidate-state 201-owner cold replay pass raw bytes, exact map placement, all nine ordered relocations, deterministic valid OMF, and dependency closure."
th04-main-reimu-b-l5-l9-v170,th04-main,code-region,MAIN__TEXT,,,0x412,0x412,reviewed,authored,excluded,shot_reimu_b_l5_l9,src/main/player/reimu_shot_b.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-reimu-b-l5-l9-boundary-v170;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-reimu-b-l5-l9-toolchain-v170;ev-th04-main-reimu-b-l5-l9-omf-v170;ev-th04-main-reimu-b-l5-l9-cold-v170;ev-th04-main-reimu-b-l5-l9-layout-v170;ev-th04-main-reimu-b-l5-l9-raw-v170;ev-th04-main-reimu-b-l5-l9-aggregate-candidate-v170;ev-ledger-consistency-exact14;ev-th04-main-reimu-b-function-review-v170;ev-th04-main-reimu-b-l5-l9-aggregate-final-v170,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-reimu-b-l5-l9-v170 --run-id gptweb-v170-reimu-b-split-006,"Natural TC4J exactly reconstructs the complete 0x412 Reimu B-shot level 5-9 physical producer, including five compiler-owned post-RET switch tables. Focused 123-owner and candidate-state 202-owner cold replay pass raw bytes, exact map placement, empty ordered relocation overlap, deterministic valid OMF, and dependency closure. Logical function-body accounting remains separate from the 0x2C table bytes. Superseded as a standalone physical owner by the v171 unified Reimu producer; historical v170 exact subextent evidence remains valid."
th04-main-reimu-shots-v171,th04-main,code-region,MAIN__TEXT,0x484C,0x10B3C,0xBF8,0xBF8,reviewed,authored,exact,reimu_shots,src/main/player/reimu_shot.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-reimu-shots-boundary-v171;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-reimu-shots-toolchain-v171;ev-th04-main-reimu-shots-omf-v171;ev-th04-main-reimu-shots-cold-v171;ev-th04-main-reimu-shots-layout-v171;ev-th04-main-reimu-shots-raw-v171;ev-th04-main-reimu-shots-aggregate-candidate-v171;ev-ledger-consistency-exact14;ev-th04-main-reimu-shots-functions-boundary-v171;ev-th04-main-reimu-shots-aggregate-final-v171,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-reimu-shots-v171 --run-id gptweb-v171-reimu-shots-focused-002,"Natural TC4J exactly reconstructs the unified 0xBF8 Reimu shot producer from sub_F33C through B-shot level 9 tables. Focused 123-owner and candidate-state 202-owner cold replay pass raw bytes, exact map placement, the single ordered relocation at load 0xF355, deterministic valid OMF, and dependency closure. The v170 0x412 range remains historical exact subextent evidence, not a separate current byte owner."
th04-main-hud-score-v172,th04-main,code-region,MAIN__TEXT,0x4316,0x10606,0x536,0x536,reviewed,authored,exact,hud_score_main__text,src/main/hud/hud.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-hud-score-boundary-v172;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-hud-score-toolchain-v172;ev-th04-main-hud-score-omf-v172;ev-th04-main-hud-score-cold-v172;ev-th04-main-hud-score-layout-v172;ev-th04-main-hud-score-raw-v172;ev-th04-main-hud-score-aggregate-candidate-v172;ev-ledger-consistency-exact14;ev-th04-main-hud-score-functions-boundary-v172;ev-th04-main-hud-score-aggregate-final-v172,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-hud-score-v172 --run-id gptweb-v172-hud-score-focused-candidate-004,"Natural TC4J exactly reconstructs the complete 0x536 MAIN__TEXT HUD/score producer from score_extend_update_and_render through hud_put. Focused 124-owner and candidate-state 203-owner cold replay pass raw bytes, exact map placement, all 27 ordered relocations, deterministic valid OMF, and dependency closure. Logical function credit excludes the leading function's 0x0B compiler metadata/switch tail."
th04-main-marisa-render-v173,th04-main,code-region,MAIN__TEXT,0x419E,0x1048E,0x153,0x153,reviewed,authored,exact,marisa4_render,src/main/boss/marisa4_render.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-marisa-render-boundary-v173;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-marisa-render-toolchain-v173;ev-th04-main-marisa-render-omf-v173;ev-th04-main-marisa-render-cold-v173;ev-th04-main-marisa-render-layout-v173;ev-th04-main-marisa-render-raw-v173;ev-th04-main-marisa-render-aggregate-candidate-v173;ev-ledger-consistency-exact14;ev-th04-main-marisa-orange-functions-boundary-v173;ev-th04-main-marisa-render-aggregate-final-v173,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-orange-backdrop-v173 --run-id gptweb-v173-marisa-orange-focused-candidate-002,"Natural TC4J exactly reconstructs the 0x153 Marisa foreground producer containing the internal bit renderer and public callback. Focused 126-owner and candidate-state 205-owner cold replay pass raw bytes, exact map placement, all seven ordered MZ relocations, deterministic valid OMF, and the independent zero-byte seam auxiliary."
th04-main-orange-backdrop-v173,th04-main,function,MAIN__TEXT,0x42F2,0x105E2,0x24,0x24,reviewed,authored,exact,orange_backdrop_colorfill,src/main/boss/orange_backdrop.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-orange-backdrop-boundary-v173;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-orange-backdrop-toolchain-v173;ev-th04-main-orange-backdrop-omf-v173;ev-th04-main-orange-backdrop-cold-v173;ev-th04-main-orange-backdrop-layout-v173;ev-th04-main-orange-backdrop-raw-v173;ev-th04-main-orange-backdrop-aggregate-candidate-v173;ev-ledger-consistency-exact14;ev-th04-main-marisa-orange-functions-boundary-v173;ev-th04-main-orange-backdrop-aggregate-final-v173,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-orange-backdrop-v173 --run-id gptweb-v173-marisa-orange-focused-candidate-002,"Natural TC4J exactly reconstructs the Ghidra-missed 0x24 Orange backdrop callback. Focused 126-owner and candidate-state 205-owner cold replay pass all bytes, exact map placement, empty MZ relocation overlap, deterministic valid OMF, and the separately checked preceding zero layout seam."
th04-main-kurumi-backdrop-v174,th04-main,function,MAIN_TEXT,0x3F80,0x10270,0x19,0x19,reviewed,authored,exact,kurumi_backdrop_colorfill,src/main/boss/kurumi_backdrop.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-kurumi-backdrop-boundary-v174;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-kurumi-backdrop-codegen-v174;ev-th04-main-kurumi-backdrop-toolchain-v174;ev-th04-main-kurumi-backdrop-omf-v174;ev-th04-main-kurumi-backdrop-cold-v174;ev-th04-main-kurumi-backdrop-layout-v174;ev-th04-main-kurumi-backdrop-raw-v174;ev-th04-main-kurumi-backdrop-aggregate-candidate-v174;ev-ledger-consistency-exact14;ev-th04-main-kurumi-backdrop-aggregate-final-v174,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-kurumi-backdrop-v174 --run-id gptweb-v174-kurumi-backdrop-focused-candidate-003,"Natural TC4J exactly reconstructs the Ghidra-missed 0x19 Kurumi backdrop callback. Focused 127-owner and candidate-state 206-owner cold replay pass raw bytes, exact 0AAF:3F80 MAP placement, empty relocation overlap, deterministic valid OMF, and independent leading-zero/trailing-NOP auxiliary seams."
th04-main-carpet-lighting-v174,th04-main,function,STAGES_TEXT,0x3F9A,,0x5A,0x5A,reviewed,authored,excluded,carpet_lighting_put_new,src/main/stage/carpet_lighting.inl,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-carpet-lighting-boundary-v174;ev-th04-main-carpet-lighting-codegen-negative-v174;ev-th04-main-carpet-lighting-focused-negative-v174;ev-th04-main-carpet-lighting-raw-negative-v174;ev-th04-main-carpet-opcode-corpus-negative-v396;ev-th04-main-carpet-crossartifact-v405-negative;ev-th04-main-carpet-partition-v409;ev-th04-main-carpet-partition-v410;ev-th04-main-hdi-deleted-build-provenance-v413-negative;ev-th04-main-hdi-partial-trial-v414-negative;ev-th04-main-carpet-integrated-asm-fingerprint-v420;ev-th04-main-carpet-hybrid-focused-v421;ev-th04-main-carpet-hybrid-aggregate-candidate-v421;ev-th04-main-carpet-semantic-lineage-v423-negative,,"Historical 0x5A routing umbrella remains zero-credit. v409/v410 own 67 exact natural/compiler bytes plus 23 blocked low-level bytes. v420 fingerprints TC4J integrated assembly and v421 proves a raw-exact hybrid diagnostic, but replay equality supplies no independent historical source provenance; the target-derived hybrid is quarantined."
th04-main-player-update-v175,th04-main,code-region,MAIN_0_TEXT,0x5E98,0x12188,0x275,0x275,reviewed,authored,exact,player_miss_update_and_player_update,src/main/player/update.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-player-update-owner-boundary-v175;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-player-update-toolchain-v175;ev-th04-main-player-update-omf-v175;ev-th04-main-player-update-cold-v175;ev-th04-main-player-update-layout-v175;ev-th04-main-player-update-raw-v175;ev-th04-main-player-update-aggregate-candidate-v175;ev-ledger-consistency-exact14;ev-th04-main-player-update-toolchain-final-v175;ev-th04-main-player-update-omf-final-v175;ev-th04-main-player-update-cold-final-v175;ev-th04-main-player-update-aggregate-final-v175,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-player-render-v175 --run-id gptweb-v175-player-main0-focused-final-002,"Natural TC4J exactly reconstructs the contiguous 0x275 MAIN_0_TEXT physical producer containing player_miss_update() and player_update(). Current-source focused 129-owner and post-promotion 208-owner cold replay pass raw bytes, exact MAP placement, all three ordered MZ relocations, deterministic valid OMF, and dependency closure."
th04-main-player-render-v175,th04-main,function,MAIN_0_TEXT,0x610D,0x123FD,0x14E,0x14E,reviewed,authored,exact,player_render(),src/main/player/render.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-player-render-boundary-v175;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-player-render-toolchain-v175;ev-th04-main-player-render-omf-v175;ev-th04-main-player-render-cold-v175;ev-th04-main-player-render-layout-v175;ev-th04-main-player-render-raw-v175;ev-th04-main-player-render-aggregate-candidate-v175;ev-ledger-consistency-exact14;ev-th04-main-player-render-toolchain-final-v175;ev-th04-main-player-render-omf-final-v175;ev-th04-main-player-render-cold-final-v175;ev-th04-main-player-render-aggregate-final-v175,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-player-render-v175 --run-id gptweb-v175-player-main0-focused-final-002,"Natural TC4J exactly reconstructs the contiguous 0x14E MAIN_0_TEXT player renderer. Current-source focused 129-owner and post-promotion 208-owner cold replay pass raw bytes, exact MAP placement, all four ordered MZ relocations, deterministic valid OMF, and dependency closure."
th04-main-player-invalidate-v176,th04-main,function,MAIN__TEXT,0x5CF2,0x11FE2,0xB6,0xB6,reviewed,authored,exact,player_invalidate(),src/main/player/invalidate.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-player-invalidate-boundary-v176;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-player-invalidate-codegen-v176;ev-th04-main-player-invalidate-toolchain-v176;ev-th04-main-player-invalidate-omf-v176;ev-th04-main-player-invalidate-cold-v176;ev-th04-main-player-invalidate-layout-v176;ev-th04-main-player-invalidate-raw-v176;ev-th04-main-player-invalidate-residual-v176;ev-th04-main-player-invalidate-aggregate-candidate-v176;ev-ledger-consistency-exact14;ev-th04-main-player-invalidate-aggregate-final-v176,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-player-invalidate-v176 --run-id gptweb-v176-player-invalidate-focused-candidate-003,"Natural TC4J exactly reconstructs the corrected complete 0xB6 MAIN__TEXT player_invalidate() owner. Focused 130-owner and candidate-state 209-owner cold replay pass raw bytes, exact 0AAF:5CF2 MAP placement, the sole ordered MZ relocation at load 0x10837, deterministic valid OMF, and dependency closure. Ghidra body_size 0x94 is a noncontiguous undercount; raw/TASM/MAP/caller/next-segment evidence closes the full 0xB6 extent. Post-promotion 209-owner aggregate-final replay passes twice with no regression."
th04-main-shots-main01-v177,th04-main,code-region,MAIN__TEXT,0x593A,0x11C2A,0x2E9,0x2E9,reviewed,authored,exact,shots_main01_tu,src/main/player/shots.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-shots-main01-owner-boundary-v177;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-shots-main01-codegen-v177;ev-th04-main-shots-main01-toolchain-v177;ev-th04-main-shots-main01-omf-v177;ev-th04-main-shots-main01-cold-v177;ev-th04-main-shots-main01-layout-v177;ev-th04-main-shots-main01-raw-v177;ev-th04-main-shots-main01-aggregate-candidate-v177;ev-th04-main-shots-main01-aggregate-final-v177;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-enemies-render-v177 --run-id gptweb-v177-shots-enemy-focused-candidate-003,"Natural TC4J exactly reconstructs the contiguous 0x2E9 MAIN__TEXT physical shot producer containing shots_reset(), shots_invalidate(), shots_update(), shots_render(), and FAR shots_hittest(). Focused 132-owner plus candidate-state and post-promotion 211-owner cold replay pass raw bytes, exact MAP placement, ordered relocations [0x10702,0x106D2,0x1065B], deterministic valid OMF, and dependency closure."
th04-main-enemies-render-v177,th04-main,function,MAIN__TEXT,0x5C23,0x11F13,0xCF,0xCF,reviewed,authored,exact,enemies_render(),src/main/enemy/enemies_render.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-enemies-render-boundary-v177;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-enemies-render-codegen-v177;ev-th04-main-enemies-render-toolchain-v177;ev-th04-main-enemies-render-omf-v177;ev-th04-main-enemies-render-cold-v177;ev-th04-main-enemies-render-layout-v177;ev-th04-main-enemies-render-raw-v177;ev-th04-main-enemies-render-aggregate-candidate-v177;ev-th04-main-enemies-render-aggregate-final-v177;ev-ledger-consistency-exact14,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-enemies-render-v177 --run-id gptweb-v177-shots-enemy-focused-candidate-003,"Natural TC4J exactly reconstructs the independent 0xCF MAIN__TEXT enemies_render() producer. Focused 132-owner plus candidate-state and post-promotion 211-owner cold replay pass raw bytes, exact MAP placement, ordered relocations [0x107CA,0x107B3], deterministic valid OMF, and dependency closure. Target relocation ordering supports its separation from the preceding shot producer."
th04-main-bomb-core-v178,th04-main,code-region,MAIN__TEXT,0x5444,0x11734,0x3D9,0x3D9,reviewed,authored,exact,bomb_core_tu,src/main/player/bomb.cpp,ev-th04-main-authored-screen-target;ev-th04-main-authored-screen-map;ev-th04-main-bomb-core-boundary-v178;ev-th04-main-target;ev-th04-main-format-integrity;ev-toolchain-surfaces;ev-th04-main-bomb-core-codegen-v178;ev-th04-main-bomb-core-toolchain-v178;ev-th04-main-bomb-core-omf-v178;ev-th04-main-bomb-core-cold-v178;ev-th04-main-bomb-core-layout-v178;ev-th04-main-bomb-core-raw-v178;ev-th04-main-bomb-core-aggregate-candidate-v178;ev-ledger-consistency-exact14;ev-th04-main-bomb-core-aggregate-final-v178,python3 scripts/replay_th04_main_exact_units.py --unit th04-main-bomb-stars-v178 --run-id gptweb-v178-bomb-focused-candidate-008,"Natural TC4J exactly reconstructs the contiguous 0x3D9 MAIN__TEXT bomb core containing eight reviewed functions. Focused 134-owner plus candidate-state and post-promotion 213-owner cold replay pass raw bytes, exact MAP placement, all 16 ordered MZ relocations, zero-code residual m1rsuf, deterministic valid OMF, and dependency closure."
